year_CPS,Characteristic,OppShare_New_Entrp,Breakdown,Rate_New_Entrp,Location,startup_index,Index Year,year_BDS,startup_density,Rank,Composition_of_New_Entrp,norm_rate,norm_opp,norm_density,z_rate,z_oppshare,z_startup_den,rank_last_y,rank_diff,index_last_y,index_diff,dataset,Location_name,Category,OppShare_New_Entrp_web,Rate_New_Entrp_web,location_category,index_diff_text
2001,,0.7403,,0.0025,13,,2002,1999,119.0800018,19,,43.99999619,0,86.61382294,-2.293578148,-1.631284237,2.108808041,11,-8,0.469999999,-1.080000043,State Profile,Georgia,Large,7.402999878,250,the state of,a large decrease
1987,,,,,13,,1988,1985,142.3999939,,,,,60.35751343,,,4.122624397,,,,,State Profile,Georgia,Large,,,the state of,.
1999,,0.8324,,0.0027,13,,2000,1997,122.6299973,8,,50,55.39733505,79.15865326,-1.376146913,0.941341519,2.415370703,4,-4,1.820000052,-1.160000086,State Profile,Georgia,Large,8.324000359,270,the state of,a large decrease
1990,,,,,13,,1991,1988,126.1299973,,,,,58.71725845,,,2.717616081,,,,,State Profile,Georgia,Large,,,the state of,.
2008,,0.858,,0.0047,13,,2009,2006,117.4000015,1,,100,73.83450317,63.35404205,7.798164845,1.656425357,1.963730454,1,0,2.75999999,1.049999952,State Profile,Georgia,Large,8.579999924,470,the state of,a large increase
2016,,0.866,,0.0033,13,,2017,2014,82.37000275,8,,64,90.74988556,60.51419449,1.376146674,1.879889011,-1.061312675,11,3,-0.769999981,1.5,State Profile,Georgia,Large,8.659999847,330,the state of,a large increase
1984,,,,,13,,1985,1982,127.9100037,,,,,45.86437225,,,2.871329784,,,,,State Profile,Georgia,Large,,,the state of,.
1994,,,,,13,,1995,1992,119.0899963,,,,,67.22775269,,,2.109671116,,,,,State Profile,Georgia,Large,,,the state of,.
2014,,0.6967,,0.0029,13,,2015,2012,85.55000305,13,,54.54545212,3.4619174,57.50162125,-0.458715707,-2.849161386,-0.786701262,11,-2,-1.840000033,0.480000019,State Profile,Georgia,Large,6.967000008,290,the state of,a slight increase
2013,,0.9014,,0.0031,15,,2014,2011,61.24000168,8,,40,87.63365936,9.409193039,0.458715469,2.868715763,-2.886010647,15,7,-1.110000014,1.25999999,State Profile,Hawaii,Small,9.013999939,310,the state of,a large increase
2002,,0.8438,,0.0027,15,,2003,2000,86.13999939,16,,35.89743805,55.6221199,21.8691864,-1.376146913,1.259777308,-0.735751688,23,7,-1.549999952,1.269999981,State Profile,Hawaii,Small,8.437999725,270,the state of,a large increase
2016,,0.8463,,0.0031,15,,2017,2014,62.65000153,14,,44,60.77457428,20.11534882,0.458715469,1.329609632,-2.764248848,8,-6,0.310000002,-0.639999986,State Profile,Hawaii,Small,8.463000298,310,the state of,a slight decrease
2009,,0.8322,,0.0023,15,,2010,2007,83.77999878,21,,14.81481552,54.39889526,17.41025543,-3.211009264,0.935754895,-0.939551353,17,-4,-0.150000006,-0.920000076,State Profile,Hawaii,Small,8.32199955,230,the state of,a slight decrease
1989,,,,,15,,1990,1987,118.4199982,,,,,36.39570618,,,2.051813126,,,,,State Profile,Hawaii,Small,,,the state of,.
1995,,,,,15,,1996,1993,92.90000153,,,,,21.64675331,,,-0.151986375,,,,,State Profile,Hawaii,Small,,,the state of,.
2007,,0.8588,,0.0032,15,,2008,2005,86.97000122,15,,51.61290359,76.59697723,14.32696152,0.917431056,1.678771734,-0.664076209,14,-1,0.720000029,-0.080000043,State Profile,Hawaii,Small,8.588000298,320,the state of,basically no changes 
1983,,,,,15,,1984,1981,137.8200073,,,,,63.09282303,,,3.727116108,,,,,State Profile,Hawaii,Small,,,the state of,.
1997,,,,,15,,1998,1995,90.58999634,,,,,11.77732563,,,-0.351468682,,,,,State Profile,Hawaii,Small,,,the state of,.
1987,,,,,15,,1988,1985,116.5,,,,,28.36191177,,,1.886010051,,,,,State Profile,Hawaii,Small,,,the state of,.
2000,,0.7852,,0.0027,15,,2001,1998,87.23000336,22,,31.57894707,44.38010788,12.47091293,-1.376146913,-0.377094299,-0.641623497,22,0,-1.149999976,0.349999964,State Profile,Hawaii,Small,7.852000237,270,the state of,a slight increase
2008,,0.8503,,0.0027,15,,2009,2006,88.56999969,17,,34.2857132,56.69724655,12.90543175,-1.376146913,1.441341519,-0.525907099,15,-2,0.639999986,-0.789999962,State Profile,Hawaii,Small,8.503000259,270,the state of,a slight decrease
2012,,0.837,,0.0027,15,,2013,2010,59.79000092,15,,33.33333206,66.15904999,16.41569328,-1.376146913,1.069833159,-3.011226416,20,5,-1.529999971,0.419999957,State Profile,Hawaii,Small,8.369999886,270,the state of,a slight increase
1982,,,,,15,,1983,1980,144.3699951,,,,,56.98594666,,,4.29274559,,,,,State Profile,Hawaii,Small,,,the state of,.
1994,,,,,15,,1995,1992,94.62000275,,,,,28.90779495,,,-0.003454311,,,,,State Profile,Hawaii,Small,,,the state of,.
1986,,,,,15,,1987,1984,100.3399963,,,,,0,,,0.490500242,,,,,State Profile,Hawaii,Small,,,the state of,.
2010,,0.8063,,0.0023,15,,2011,2008,74.62999725,22,,3.846154451,64.67173004,14.00879288,-3.211009264,0.212291211,-1.729707003,21,-1,-1.070000052,-0.50999999,State Profile,Hawaii,Small,8.062999725,230,the state of,a slight decrease
2005,,0.8646,,0.0027,15,,2006,2003,86.43000031,16,,25,69.06307983,24.35173225,-1.376146913,1.840782881,-0.710708439,13,-3,0.129999995,-0.209999993,State Profile,Hawaii,Small,8.645999908,270,the state of,basically no changes 
2015,,0.8869,,0.0033,15,,2016,2013,60.81999969,8,,46.875,88.98565674,17.1764698,1.376146674,2.463687897,-2.922280073,5,-3,0.639999986,-0.329999983,State Profile,Hawaii,Small,8.869000435,330,the state of,a slight decrease
1980,,,,,15,,1981,1978,149.9199982,,,,,38.95837402,,,4.77202034,,,,,State Profile,Hawaii,Small,,,the state of,.
1996,,,,,15,,1997,1994,91.80000305,,,,,13.43431568,,,-0.246977597,,,,,State Profile,Hawaii,Small,,,the state of,.
1985,,,,,15,,1986,1983,120.9300003,,,,,27.39738274,,,2.268566132,,,,,State Profile,Hawaii,Small,,,the state of,.
2001,,0.743,,0.0026,15,,2002,1999,79.93000031,23,,32.43243408,9.981079102,14.19183826,-1.834862471,-1.555865288,-1.272021055,22,-1,-0.800000012,-0.74999994,State Profile,Hawaii,Small,7.429999828,260,the state of,a slight decrease
2014,,0.8893,,0.0035,15,,2015,2012,61.06000137,5,,47.22222137,93.32698059,7.031754971,2.293577909,2.530727148,-2.901554585,8,3,0.150000006,0.48999998,State Profile,Hawaii,Small,8.892999649,350,the state of,a slight increase
1993,,,,,15,,1994,1991,107,,,,,45.57592392,,,1.065630078,,,,,State Profile,Hawaii,Small,,,the state of,.
1979,,,,,15,,1980,1977,168.75,,,,,33.105896,,,6.398099899,,,,,State Profile,Hawaii,Small,,,the state of,.
2006,,0.8476,,0.0033,15,,2007,2004,87.79000092,14,,39.02439117,73.19403076,17.0157814,1.376146674,1.36592257,-0.593264461,16,2,-0.079999998,0.800000012,State Profile,Hawaii,Small,8.475999832,330,the state of,a slight increase
1984,,,,,15,,1985,1982,125.2699966,,,,,35.95918274,,,2.643350124,,,,,State Profile,Hawaii,Small,,,the state of,.
2004,,0.8766,,0.0027,15,,2005,2002,89.80000305,13,,27.9069767,77.64208984,28.50629616,-1.376146913,2.175978422,-0.419689178,12,-1,-0.180000007,0.310000002,State Profile,Hawaii,Small,8.765999794,270,the state of,a slight increase
1990,,,,,15,,1991,1988,107.8600006,,,,,43.74128723,,,1.139896154,,,,,State Profile,Hawaii,Small,,,the state of,.
1992,,,,,15,,1993,1990,107.0999985,,,,,43.63605881,,,1.07426548,,,,,State Profile,Hawaii,Small,,,the state of,.
1991,,,,,15,,1992,1989,101.3199997,,,,,31.81121445,,,0.575129211,,,,,State Profile,Hawaii,Small,,,the state of,.
1981,,,,,15,,1982,1979,147.1100006,,,,,44.09424973,,,4.529360771,,,,,State Profile,Hawaii,Small,,,the state of,.
1999,,0.7624,,0.0026,15,,2000,1997,87.72000122,22,,25,34.729496,12.31248951,-1.834862471,-1.013965845,-0.599309385,23,1,-1.159999967,0.00999999,State Profile,Hawaii,Small,7.624000072,260,the state of,basically no changes 
1988,,,,,15,,1989,1986,110.2399979,,,,,26.54512215,,,1.345422626,,,,,State Profile,Hawaii,Small,,,the state of,.
1998,,0.8307,,0.0021,15,,1999,1996,91.95999908,23,,7.142857075,63.70064545,18.21382523,-4.12844038,0.893855453,-0.233161017,,,,,State Profile,Hawaii,Small,8.30700016,210,the state of,.
2011,,0.8399,,0.0023,15,,2012,2009,65.26999664,20,,4.76190567,86.3960495,17.73511887,-3.211009264,1.150838733,-2.537997246,22,2,-1.580000043,0.050000072,State Profile,Hawaii,Small,8.399000168,230,the state of,basically no changes 
2003,,0.8613,,0.0027,15,,2004,2001,84.05000305,12,,35.29411697,70.16429901,26.15408134,-1.376146913,1.748604059,-0.91623497,16,4,-0.280000001,0.099999994,State Profile,Hawaii,Small,8.612999916,270,the state of,basically no changes 
2013,,0.8524,,0.0037,16,,2014,2011,74.93000031,3,,60,64.85355377,36.64213562,3.211009026,1.500000715,-1.703799963,6,3,0.400000006,0.600000024,State Profile,Idaho,Small,8.524000168,370,the state of,a slight increase
2011,,0.7074,,0.0041,16,,2012,2009,80.09999847,3,,90.47618866,13.71366119,46.19961548,5.045871258,-2.550278664,-1.25734067,6,3,0.730000019,-0.320000023,State Profile,Idaho,Small,7.073999882,410,the state of,a slight decrease
1988,,,,,16,,1989,1986,117.3300018,,,,,35.71244049,,,1.957685471,,,,,State Profile,Idaho,Small,,,the state of,.
2006,,0.8276,,0.0044,16,,2007,2004,114.9400024,2,,65.85366058,61.25373459,55.96843338,6.422018051,0.807263315,1.751295209,2,0,3.200000048,-0.210000038,State Profile,Idaho,Small,8.276000023,440,the state of,basically no changes 
2008,,0.815,,0.004,16,,2009,2006,141.5099945,2,,71.42857361,40.50458527,85.35649109,4.587155819,0.45530799,4.045767784,2,0,3.059999943,-0.029999971,State Profile,Idaho,Small,8.149999619,400,the state of,basically no changes 
1980,,,,,16,,1981,1978,166.5200043,,,,,55.17882156,,,6.205526829,,,,,State Profile,Idaho,Small,,,the state of,.
1991,,,,,16,,1992,1989,107.8600006,,,,,41.8326683,,,1.139896154,,,,,State Profile,Idaho,Small,,,the state of,.
2001,,0.7833,,0.0042,16,,2002,1999,116.0999985,5,,75.67567444,29.04446602,59.90142441,5.504587173,-0.4301669,1.851467609,8,3,2.039999962,0.269999981,State Profile,Idaho,Small,7.833000183,420,the state of,a slight increase
2005,,0.8608,,0.0044,16,,2006,2003,111.3300018,2,,63.63636398,67.30055237,56.31578827,6.422018051,1.734637618,1.439550757,4,2,2.220000029,0.980000019,State Profile,Idaho,Small,8.607999802,440,the state of,a slight increase
1996,,,,,16,,1997,1994,131.9799957,,,,,79.5851059,,,3.222797155,,,,,State Profile,Idaho,Small,,,the state of,.
1979,,,,,16,,1980,1977,194.5399933,,,,,56.56840134,,,8.625214577,,,,,State Profile,Idaho,Small,,,the state of,.
2010,,0.7018,,0.0039,16,,2011,2008,103.7300034,6,,65.38461304,17.99910927,61.41065979,4.12844038,-2.706703186,0.783246934,2,-4,2.589999914,-1.859999895,State Profile,Idaho,Small,7.018000126,390,the state of,a large decrease
1981,,,,,16,,1982,1979,162.75,,,,,59.84291458,,,5.879965305,,,,,State Profile,Idaho,Small,,,the state of,.
1989,,,,,16,,1990,1987,119.1299973,,,,,37.39768219,,,2.113125563,,,,,State Profile,Idaho,Small,,,the state of,.
1987,,,,,16,,1988,1985,119.5,,,,,31.74638939,,,2.145077467,,,,,State Profile,Idaho,Small,,,the state of,.
1983,,,,,16,,1984,1981,127.5199966,,,,,49.09634399,,,2.837650537,,,,,State Profile,Idaho,Small,,,the state of,.
1982,,,,,16,,1983,1980,147.5200043,,,,,60.70627975,,,4.564766884,,,,,State Profile,Idaho,Small,,,the state of,.
2016,,0.8931,,0.0032,16,,2017,2014,80.19999695,5,,48,84.01191711,50.78643417,0.917431056,2.636872292,-1.248705268,7,2,0.660000026,0.109999955,State Profile,Idaho,Small,8.930999756,320,the state of,basically no changes 
2003,,0.8241,,0.0035,16,,2004,2001,108.9300003,5,,58.82352829,56.27333832,62.3853302,2.293577909,0.709497929,1.232296824,3,-2,2.150000095,-0.740000129,State Profile,Idaho,Small,8.241000175,350,the state of,a slight decrease
1985,,,,,16,,1986,1983,120.6500015,,,,,27.149683,,,2.244386673,,,,,State Profile,Idaho,Small,,,the state of,.
1984,,,,,16,,1985,1982,128.4900055,,,,,39.24490356,,,2.921416521,,,,,State Profile,Idaho,Small,,,the state of,.
1999,,0.7386,,0.0038,16,,2000,1997,130.4799957,10,,55,24.34555054,72.82762909,3.669724703,-1.678770304,3.093263626,7,-3,2.410000086,-0.720000029,State Profile,Idaho,Small,7.386000156,380,the state of,a slight decrease
2007,,0.8062,,0.0044,16,,2008,2005,124.0299988,2,,90.32257843,46.05110168,65.282547,6.422018051,0.209497914,2.53626895,2,0,2.99000001,0.069999933,State Profile,Idaho,Small,8.062000275,440,the state of,basically no changes 
1998,,0.7912,,0.004,16,,1999,1996,127.7699966,7,,52.38095093,40.42427444,75.52816772,4.587155819,-0.209496513,2.859239578,,,,,State Profile,Idaho,Small,7.912000179,400,the state of,.
1992,,,,,16,,1993,1990,120.9400024,,,,,67.21759796,,,2.269429922,,,,,State Profile,Idaho,Small,,,the state of,.
1986,,,,,16,,1987,1984,125.3399963,,,,,24.83361626,,,2.649394989,,,,,State Profile,Idaho,Small,,,the state of,.
2009,,0.7658,,0.0043,16,,2010,2007,126.1999969,2,,88.8888855,23.81391144,79.05827332,5.963302612,-0.918993771,2.723660946,2,0,3.029999971,-0.440000057,State Profile,Idaho,Small,7.657999992,430,the state of,a slight decrease
2002,,0.813,,0.004,16,,2003,2000,111.5299988,3,,69.23077393,41.42856979,58.20810318,4.587155819,0.399442047,1.45682168,5,2,2.309999943,-0.159999847,State Profile,Idaho,Small,8.130000114,400,the state of,basically no changes 
1990,,,,,16,,1991,1988,106.0500031,,,,,40.5857811,,,0.983592331,,,,,State Profile,Idaho,Small,,,the state of,.
2015,,0.8936,,0.0032,16,,2016,2013,76.37000275,7,,43.75,92.41802979,45.32126999,0.917431056,2.650838852,-1.579447389,4,-3,0.920000017,-0.25999999,State Profile,Idaho,Small,8.93599987,320,the state of,a slight decrease
2014,,0.9033,,0.0033,16,,2015,2012,76.83000183,4,,41.66666412,100,40.63499069,1.376146674,2.921788454,-1.539723873,3,-1,1,-0.079999983,State Profile,Idaho,Small,9.032999992,330,the state of,basically no changes 
1993,,,,,16,,1994,1991,110.7900009,,,,,52.32329941,,,1.392918587,,,,,State Profile,Idaho,Small,,,the state of,.
1994,,,,,16,,1995,1992,119.1500015,,,,,77.44361115,,,2.114853144,,,,,State Profile,Idaho,Small,,,the state of,.
1995,,,,,16,,1996,1993,119.8199997,,,,,72.71865082,,,2.172711134,,,,,State Profile,Idaho,Small,,,the state of,.
2004,,0.8645,,0.0038,16,,2005,2002,108.0299988,4,,53.4883728,71.95866394,53.69628525,3.669724703,1.837989569,1.154576421,5,1,1.409999967,0.810000062,State Profile,Idaho,Small,8.645000458,380,the state of,a slight increase
2012,,0.7651,,0.0039,16,,2013,2010,71.58999634,6,,77.77777863,35.74449921,38.35284805,4.12844038,-0.938546836,-1.992228627,3,-3,0.409999996,-0.00999999,State Profile,Idaho,Small,7.651000023,390,the state of,basically no changes 
1997,,,,,16,,1998,1995,126.6200027,,,,,67.02960205,,,2.759930849,,,,,State Profile,Idaho,Small,,,the state of,.
2000,,0.7745,,0.004,16,,2001,1998,120.3499985,8,,65.78947449,40.73569489,57.80971909,4.587155819,-0.675976992,2.218479633,10,2,1.690000057,0.349999905,State Profile,Idaho,Small,7.744999886,400,the state of,a slight increase
1987,,,,,17,,1988,1985,104.1999969,,,,,2.974306583,,,0.823833644,,,,,State Profile,Illinois,Large,,,the state of,.
1981,,,,,17,,1982,1979,110.4100037,,,,,8.507989883,,,1.360103607,,,,,State Profile,Illinois,Large,,,the state of,.
1995,,,,,17,,1996,1993,93.73000336,,,,,24.17062569,,,-0.080310911,,,,,State Profile,Illinois,Large,,,the state of,.
2007,,0.7667,,0.0022,17,,2008,2005,90.80000305,22,,21.73912811,42.36276627,18.77212524,-3.669724941,-0.893854082,-0.333333403,21,-1,-1.539999962,-0.090000033,State Profile,Illinois,Large,7.666999817,220,the state of,basically no changes 
1985,,,,,17,,1986,1983,96.69000244,,,,,10.54379654,,,0.175302148,,,,,State Profile,Illinois,Large,,,the state of,.
2010,,0.722,,0.0027,17,,2011,2008,83.87000275,17,,30.30303001,48.68844986,33.21617508,-1.376146913,-2.142457485,-0.931779027,19,2,-1.559999943,0.079999924,State Profile,Illinois,Large,7.21999979,270,the state of,basically no changes 
1979,,,,,17,,1980,1977,139.8999939,,,,,16.78906822,,,3.906734943,,,,,State Profile,Illinois,Large,,,the state of,.
1990,,,,,17,,1991,1988,99.18000031,,,,,10.02710629,,,0.390327871,,,,,State Profile,Illinois,Large,,,the state of,.
1993,,,,,17,,1994,1991,94.30999756,,,,,28.30921555,,,-0.030225052,,,,,State Profile,Illinois,Large,,,the state of,.
2006,,0.7509,,0.0024,17,,2007,2004,88.41000366,21,,27.27272797,17.06648636,15.21496677,-2.752293587,-1.335194826,-0.539723694,19,-2,-1.590000033,0.050000072,State Profile,Illinois,Large,7.508999825,240,the state of,basically no changes 
1997,,,,,17,,1998,1995,95.91000366,,,,,20.44336319,,,0.107944734,,,,,State Profile,Illinois,Large,,,the state of,.
1984,,,,,17,,1985,1982,104.1500015,,,,,14.81772423,,,0.819516242,,,,,State Profile,Illinois,Large,,,the state of,.
1998,,0.7848,,0.0025,17,,1999,1996,95.01999664,22,,28.57142639,23.40642548,24.95839691,-2.293578148,-0.388267457,0.031087477,,,,,State Profile,Illinois,Large,7.84800005,250,the state of,.
1996,,,,,17,,1997,1994,95.15000153,,,,,28.12829018,,,0.042314149,,,,,State Profile,Illinois,Large,,,the state of,.
1999,,0.8175,,0.0023,17,,2000,1997,92.91000366,22,,33.33333206,48.55305481,15.6950798,-3.211009264,0.525140405,-0.15112263,22,0,-0.879999995,-0.069999993,State Profile,Illinois,Large,8.175000191,230,the state of,basically no changes 
2015,,0.8222,,0.0022,17,,2016,2013,72.33999634,19,,19.04761696,65.08460236,31.74196053,-3.669724941,0.656425297,-1.927461743,12,-7,-1.200000048,-0.449999928,State Profile,Illinois,Large,8.222000122,220,the state of,a slight decrease
2005,,0.7382,,0.0025,17,,2006,2003,85.58999634,19,,27.99999809,37.24944305,16.39315605,-2.293578148,-1.689943552,-0.78324759,22,3,-2,0.409999967,State Profile,Illinois,Large,7.381999969,250,the state of,a slight increase
2001,,0.9347,,0.0024,17,,2002,1999,88.22000122,10,,40,100,16.71575165,-2.752293587,3.798883438,-0.556131482,20,10,-0.569999993,0.730000019,State Profile,Illinois,Large,9.347000122,240,the state of,a slight increase
2013,,0.8095,,0.002,17,,2014,2011,75.19999695,16,,8.333330154,79.76516724,35.82152176,-4.587156296,0.301676691,-1.680484176,15,-1,-2.150000095,0.160000086,State Profile,Illinois,Large,8.095000267,200,the state of,basically no changes 
2016,,0.788,,0.0023,17,,2017,2014,69.11000061,19,,23.99999809,55.72518921,28.35314369,-3.211009264,-0.298882008,-2.206390619,19,0,-1.649999976,-0.25999999,State Profile,Illinois,Large,7.880000114,230,the state of,a slight decrease
2012,,0.7742,,0.0022,17,,2013,2010,70.5,15,,15.38461399,83.78264618,31.18279076,-3.669724941,-0.684356868,-2.086356163,22,7,-2.460000038,0.309999943,State Profile,Illinois,Large,7.742000103,220,the state of,a slight increase
1980,,,,,17,,1981,1978,120.5999985,,,,,15.82990456,,,2.240068674,,,,,State Profile,Illinois,Large,,,the state of,.
2009,,0.7382,,0.0025,17,,2010,2007,86.44999695,19,,29.03225899,36.75464249,27.20178223,-2.293578148,-1.689943552,-0.708981574,21,2,-1.49000001,-0.069999933,State Profile,Illinois,Large,7.381999969,250,the state of,basically no changes 
1982,,,,,17,,1983,1980,105.2399979,,,,,11.97916603,,,0.913643718,,,,,State Profile,Illinois,Large,,,the state of,.
2008,,0.7641,,0.0023,17,,2009,2006,91.11000061,21,,22.58064651,19.11421967,19.22108269,-3.211009264,-0.966479778,-0.306563318,22,1,-1.629999995,0.139999986,State Profile,Illinois,Large,7.640999794,230,the state of,basically no changes 
2004,,0.6981,,0.0025,17,,2005,2002,84.26000214,22,,36.3636322,20.54590416,10.41709518,-2.293578148,-2.810055256,-0.898100317,19,-3,-1.460000038,-0.539999962,State Profile,Illinois,Large,6.980999947,250,the state of,a slight decrease
1988,,,,,17,,1989,1986,104.1100006,,,,,16.77113914,,,0.816061914,,,,,State Profile,Illinois,Large,,,the state of,.
2000,,0.8628,,0.0023,17,,2001,1998,91.43000031,20,,32,59.27352524,17.89250946,-3.211009264,1.790503502,-0.278929472,22,2,-0.949999988,0.379999995,State Profile,Illinois,Large,8.628000259,230,the state of,a slight increase
1983,,,,,17,,1984,1981,101.1800003,,,,,9.966958046,,,0.563039422,,,,,State Profile,Illinois,Large,,,the state of,.
